datetime,irradiance_Wm-2,pv_power_mw,panel_temp_C
2017-11-03 00:00:00,0.0,0.0,7.05
2017-11-03 00:30:00,0.0,0.0,7.38
2017-11-03 01:00:00,0.0,0.0,7.7
2017-11-03 01:30:00,0.0,0.0,7.48
2017-11-03 02:00:00,0.0,0.0,7.2
2017-11-03 02:30:00,0.0,0.0,7.28
2017-11-03 03:00:00,0.0,0.0,7.97
2017-11-03 03:30:00,0.0,0.0,8.29
2017-11-03 04:00:00,0.0,0.0,7.85
2017-11-03 04:30:00,0.0,0.0,7.68
2017-11-03 05:00:00,0.0,0.0,8.26
2017-11-03 05:30:00,0.0,0.0,8.45
2017-11-03 06:00:00,0.0,0.0,8.77
2017-11-03 06:30:00,0.06,0.0,7.8
2017-11-03 07:00:00,8.48,0.02,6.84
2017-11-03 07:30:00,57.03,0.21,8.26
2017-11-03 08:00:00,172.18,0.58,10.28
2017-11-03 08:30:00,199.01,0.77,14.9
2017-11-03 09:00:00,85.06,0.35,13.99
2017-11-03 09:30:00,95.07,0.4,13.65
2017-11-03 10:00:00,190.7,0.79,14.28
2017-11-03 10:30:00,180.29,0.76,17.53
2017-11-03 11:00:00,146.27,0.62,16.2
2017-11-03 11:30:00,288.92,1.19,16.43
2017-11-03 12:00:00,466.2,2.0,23.37
2017-11-03 12:30:00,338.5,1.38,19.41
2017-11-03 13:00:00,308.66,1.35,18.71
2017-11-03 13:30:00,509.04,2.11,22.6
2017-11-03 14:00:00,443.73,1.81,24.31
2017-11-03 14:30:00,349.08,1.39,21.99
2017-11-03 15:00:00,272.7,1.02,20.54
2017-11-03 15:30:00,145.59,0.52,16.49
2017-11-03 16:00:00,61.73,0.2,13.63
2017-11-03 16:30:00,6.42,0.02,10.99
2017-11-03 17:00:00,0.0,0.0,10.27
2017-11-03 17:30:00,0.0,0.0,10.37
2017-11-03 18:00:00,0.0,0.0,9.73
2017-11-03 18:30:00,0.0,0.0,9.97
2017-11-03 19:00:00,0.0,0.0,10.01
2017-11-03 19:30:00,0.0,0.0,10.39
2017-11-03 20:00:00,0.0,0.0,10.58
2017-11-03 20:30:00,0.0,0.0,10.85
2017-11-03 21:00:00,0.0,0.0,11.15
2017-11-03 21:30:00,0.0,0.0,11.54
2017-11-03 22:00:00,0.0,0.0,11.48
2017-11-03 22:30:00,0.0,0.0,12.15
2017-11-03 23:00:00,0.0,0.0,12.47
2017-11-03 23:30:00,0.0,0.0,12.54
2017-11-04 00:00:00,0.0,0.0,12.59
2017-11-04 00:30:00,0.0,0.0,12.52
2017-11-04 01:00:00,0.0,0.0,12.5
2017-11-04 01:30:00,0.0,0.0,12.43
2017-11-04 02:00:00,0.0,0.0,12.17
2017-11-04 02:30:00,0.0,0.0,12.1
2017-11-04 03:00:00,0.0,0.0,11.22
2017-11-04 03:30:00,0.0,0.0,10.79
2017-11-04 04:00:00,0.0,0.0,10.57
2017-11-04 04:30:00,0.0,0.0,10.6
2017-11-04 05:00:00,0.0,0.0,10.75
2017-11-04 05:30:00,0.0,0.0,10.62
2017-11-04 06:00:00,0.0,0.0,9.68
2017-11-04 06:30:00,0.0,0.0,9.72
2017-11-04 07:00:00,0.72,0.0,9.9
2017-11-04 07:30:00,5.55,0.01,9.49
2017-11-04 08:00:00,25.39,0.1,9.61
2017-11-04 08:30:00,62.5,0.26,10.62
2017-11-04 09:00:00,136.6,0.55,11.87
2017-11-04 09:30:00,256.72,1.04,13.31
2017-11-04 10:00:00,286.97,1.13,15.53
2017-11-04 10:30:00,135.61,0.6,12.17
2017-11-04 11:00:00,202.1,0.89,12.9
2017-11-04 11:30:00,330.84,1.33,14.49
2017-11-04 12:00:00,591.68,2.37,16.6
2017-11-04 12:30:00,719.27,2.97,18.97
2017-11-04 13:00:00,440.97,1.88,16.17
2017-11-04 13:30:00,273.11,1.12,13.56
2017-11-04 14:00:00,440.3,1.82,14.5
2017-11-04 14:30:00,275.57,1.09,15.38
2017-11-04 15:00:00,168.62,0.66,13.15
2017-11-04 15:30:00,246.5,0.83,12.02
2017-11-04 16:00:00,94.52,0.23,10.87
2017-11-04 16:30:00,8.33,0.02,7.57
2017-11-04 17:00:00,0.0,0.0,6.48
2017-11-04 17:30:00,0.0,0.0,6.17
2017-11-04 18:00:00,0.0,0.0,4.53
2017-11-04 18:30:00,0.0,0.0,4.14
2017-11-04 19:00:00,0.0,0.0,5.02
2017-11-04 19:30:00,0.0,0.0,5.49
2017-11-04 20:00:00,0.0,0.0,4.22
2017-11-04 20:30:00,0.0,0.0,5.05
2017-11-04 21:00:00,0.0,0.0,4.47
2017-11-04 21:30:00,0.0,0.0,3.91
2017-11-04 22:00:00,0.0,0.0,4.64
2017-11-04 22:30:00,0.0,0.0,3.89
2017-11-04 23:00:00,0.0,0.0,3.85
2017-11-04 23:30:00,0.0,0.0,3.87
2017-11-05 00:00:00,0.0,0.0,4.19
2017-11-05 00:30:00,0.0,0.0,5.04
2017-11-05 01:00:00,0.0,0.0,3.77
2017-11-05 01:30:00,0.0,0.0,3.06
2017-11-05 02:00:00,0.0,0.0,4.41
2017-11-05 02:30:00,0.0,0.0,3.15
2017-11-05 03:00:00,0.0,0.0,4.56
2017-11-05 03:30:00,0.0,0.0,4.08
2017-11-05 04:00:00,0.0,0.0,3.51
2017-11-05 04:30:00,0.0,0.0,3.04
2017-11-05 05:00:00,0.0,0.0,3.46
2017-11-05 05:30:00,0.0,0.0,4.43
2017-11-05 06:00:00,0.0,0.0,2.46
2017-11-05 06:30:00,0.0,0.0,4.24
2017-11-05 07:00:00,0.1,0.0,4.36
2017-11-05 07:30:00,1.18,0.0,4.83
2017-11-05 08:00:00,32.75,0.13,4.68
2017-11-05 08:30:00,136.8,0.41,5.8
2017-11-05 09:00:00,380.33,1.23,8.38
2017-11-05 09:30:00,448.68,1.64,13.62
2017-11-05 10:00:00,567.92,2.14,14.31
2017-11-05 10:30:00,630.48,2.44,15.66
2017-11-05 11:00:00,540.83,2.14,16.47
2017-11-05 11:30:00,642.78,2.65,18.71
2017-11-05 12:00:00,662.13,2.65,18.38
2017-11-05 12:30:00,520.18,2.12,16.73
2017-11-05 13:00:00,549.14,2.26,16.68
2017-11-05 13:30:00,569.91,2.41,17.47
2017-11-05 14:00:00,427.88,1.77,18.26
2017-11-05 14:30:00,286.92,1.07,10.79
2017-11-05 15:00:00,233.3,0.77,11.45
2017-11-05 15:30:00,200.77,0.61,11.15
2017-11-05 16:00:00,83.65,0.17,9.21
2017-11-05 16:30:00,3.93,0.01,6.61
2017-11-05 17:00:00,0.0,0.0,5.93
2017-11-05 17:30:00,0.0,0.0,6.03
2017-11-05 18:00:00,0.0,0.0,5.45
2017-11-05 18:30:00,0.0,0.0,5.31
2017-11-05 19:00:00,0.0,0.0,4.89
2017-11-05 19:30:00,0.0,0.0,3.87
2017-11-05 20:00:00,0.0,0.0,2.69
2017-11-05 20:30:00,0.0,0.0,2.52
2017-11-05 21:00:00,0.0,0.0,2.11
2017-11-05 21:30:00,0.0,0.0,1.43
2017-11-05 22:00:00,0.0,0.0,1.13
2017-11-05 22:30:00,0.0,0.0,0.75
2017-11-05 23:00:00,0.0,0.0,0.32
2017-11-05 23:30:00,0.0,0.0,1.71
2017-11-06 00:00:00,0.0,0.0,1.61
2017-11-06 00:30:00,0.0,0.0,2.98
2017-11-06 01:00:00,0.0,0.0,2.76
2017-11-06 01:30:00,0.0,0.0,3.98
2017-11-06 02:00:00,0.0,0.0,2.13
2017-11-06 02:30:00,0.0,0.0,1.32
2017-11-06 03:00:00,0.0,0.0,0.67
2017-11-06 03:30:00,0.0,0.0,1.02
2017-11-06 04:00:00,0.0,0.0,0.24
2017-11-06 04:30:00,0.0,0.0,0.42
2017-11-06 05:00:00,0.0,0.0,0.86
2017-11-06 05:30:00,0.0,0.0,0.58
2017-11-06 06:00:00,0.0,0.0,-0.11
2017-11-06 06:30:00,0.0,0.0,0.08
2017-11-06 07:00:00,4.51,0.01,-0.24
2017-11-06 07:30:00,34.25,0.1,0.83
2017-11-06 08:00:00,185.95,0.36,1.68
2017-11-06 08:30:00,294.49,0.75,5.9
2017-11-06 09:00:00,398.62,1.25,12.25
2017-11-06 09:30:00,491.36,1.78,15.7
2017-11-06 10:00:00,543.04,2.08,22.75
2017-11-06 10:30:00,394.77,1.56,24.95
2017-11-06 11:00:00,311.51,1.24,20.95
2017-11-06 11:30:00,110.8,0.48,14.98
2017-11-06 12:00:00,92.14,0.41,12.87
2017-11-06 12:30:00,156.46,0.71,11.45
2017-11-06 13:00:00,306.21,1.31,16.43
2017-11-06 13:30:00,316.27,1.37,17.48
2017-11-06 14:00:00,109.76,0.48,14.77
2017-11-06 14:30:00,58.64,0.25,11.81
2017-11-06 15:00:00,56.67,0.24,11.57
2017-11-06 15:30:00,22.49,0.08,11.06
2017-11-06 16:00:00,6.57,0.01,10.14
2017-11-06 16:30:00,1.07,0.0,9.87
2017-11-06 17:00:00,0.0,0.0,9.92
2017-11-06 17:30:00,0.0,0.0,10.12
2017-11-06 18:00:00,0.0,0.0,10.09
2017-11-06 18:30:00,0.0,0.0,9.67
2017-11-06 19:00:00,0.0,0.0,9.75
2017-11-06 19:30:00,0.0,0.0,9.84
2017-11-06 20:00:00,0.0,0.0,9.73
2017-11-06 20:30:00,0.0,0.0,10.0
2017-11-06 21:00:00,0.0,0.0,9.98
2017-11-06 21:30:00,0.0,0.0,10.42
2017-11-06 22:00:00,0.0,0.0,9.98
2017-11-06 22:30:00,0.0,0.0,10.11
2017-11-06 23:00:00,0.0,0.0,10.1
2017-11-06 23:30:00,0.0,0.0,9.88
2017-11-07 00:00:00,0.0,0.0,9.99
2017-11-07 00:30:00,0.0,0.0,10.33
2017-11-07 01:00:00,0.0,0.0,10.24
2017-11-07 01:30:00,0.0,0.0,9.98
2017-11-07 02:00:00,0.0,0.0,9.9
2017-11-07 02:30:00,0.0,0.0,10.18
2017-11-07 03:00:00,0.0,0.0,10.59
2017-11-07 03:30:00,0.0,0.0,10.3
