_id,datetime,charge_MW
1,2020-07-03T00:00:00Z,0
2,2020-07-03T00:30:00Z,0
3,2020-07-03T01:00:00Z,0
4,2020-07-03T01:30:00Z,0
5,2020-07-03T02:00:00Z,0
6,2020-07-03T02:30:00Z,0
7,2020-07-03T03:00:00Z,0
8,2020-07-03T03:30:00Z,0
9,2020-07-03T04:00:00Z,0
10,2020-07-03T04:30:00Z,0.01717094190795731
11,2020-07-03T05:00:00Z,0.05216587873814104
12,2020-07-03T05:30:00Z,0.08811783662257475
13,2020-07-03T06:00:00Z,0.15397523823270579
14,2020-07-03T06:30:00Z,0.23947785908765976
15,2020-07-03T07:00:00Z,0.3371866604968332
16,2020-07-03T07:30:00Z,0.4395838243321947
17,2020-07-03T08:00:00Z,0.5359354595200265
18,2020-07-03T08:30:00Z,0.6188405818246265
19,2020-07-03T09:00:00Z,0.6471154570981058
20,2020-07-03T09:30:00Z,0.6750807472295527
21,2020-07-03T10:00:00Z,0.6704325553711282
22,2020-07-03T10:30:00Z,0.6587181880662131
23,2020-07-03T11:00:00Z,0.7005754724366567
24,2020-07-03T11:30:00Z,0.7235051408182698
25,2020-07-03T12:00:00Z,0.8224477622527904
26,2020-07-03T12:30:00Z,0.8869384607249547
27,2020-07-03T13:00:00Z,0.9010039117532818
28,2020-07-03T13:30:00Z,0.8734238571966215
29,2020-07-03T14:00:00Z,0.7615296864462361
30,2020-07-03T14:30:00Z,0.6499759479794287
31,2020-07-03T15:00:00Z,0.5467985318640407
32,2020-07-03T15:30:00Z,-1.0532819286630646
33,2020-07-03T16:00:00Z,-1.393553469986813
34,2020-07-03T16:30:00Z,-1.3914464003369054
35,2020-07-03T17:00:00Z,-1.396782815447754
36,2020-07-03T17:30:00Z,-1.3673827209179328
37,2020-07-03T18:00:00Z,-1.171911981273167
38,2020-07-03T18:30:00Z,-1.0798556968769215
39,2020-07-03T19:00:00Z,-0.9299469280682147
40,2020-07-03T19:30:00Z,-0.841404835429483
41,2020-07-03T20:00:00Z,-0.7406127975255268
42,2020-07-03T20:30:00Z,-0.6338204254742197
43,2020-07-03T21:00:00Z,0
44,2020-07-03T21:30:00Z,0
45,2020-07-03T22:00:00Z,0
46,2020-07-03T22:30:00Z,0
47,2020-07-03T23:00:00Z,0
48,2020-07-03T23:30:00Z,0
49,2020-07-04T00:00:00Z,0
50,2020-07-04T00:30:00Z,0
51,2020-07-04T01:00:00Z,0
52,2020-07-04T01:30:00Z,0
53,2020-07-04T02:00:00Z,0
54,2020-07-04T02:30:00Z,0
55,2020-07-04T03:00:00Z,0
56,2020-07-04T03:30:00Z,0
57,2020-07-04T04:00:00Z,0
58,2020-07-04T04:30:00Z,0
59,2020-07-04T05:00:00Z,0.006184631606066356
60,2020-07-04T05:30:00Z,0.03753074234368131
61,2020-07-04T06:00:00Z,0.09864256435645281
62,2020-07-04T06:30:00Z,0.171518717768402
63,2020-07-04T07:00:00Z,0.18242627558039615
64,2020-07-04T07:30:00Z,0.25191853331926795
65,2020-07-04T08:00:00Z,0.33791842101452063
66,2020-07-04T08:30:00Z,0.4261172710149446
67,2020-07-04T09:00:00Z,0.5642820401604806
68,2020-07-04T09:30:00Z,0.754741426003114
69,2020-07-04T10:00:00Z,0.8690069658669565
70,2020-07-04T10:30:00Z,0.9352483378161593
71,2020-07-04T11:00:00Z,0.9546388151487819
72,2020-07-04T11:30:00Z,0.9540084465639619
73,2020-07-04T12:00:00Z,0.942952090851372
74,2020-07-04T12:30:00Z,0.8849141499231692
75,2020-07-04T13:00:00Z,0.8269929563050593
76,2020-07-04T13:30:00Z,0.7141515787817437
77,2020-07-04T14:00:00Z,0.7406646268526936
78,2020-07-04T14:30:00Z,0.6860362291417643
79,2020-07-04T15:00:00Z,0.6601051795810109
80,2020-07-04T15:30:00Z,-0.8695539452579408
81,2020-07-04T16:00:00Z,-1.2236024136646042
82,2020-07-04T16:30:00Z,-1.390940482519493
83,2020-07-04T17:00:00Z,-1.4037762542588845
84,2020-07-04T17:30:00Z,-1.295984972606356
85,2020-07-04T18:00:00Z,-1.167329774694274
86,2020-07-04T18:30:00Z,-1.126217909240806
87,2020-07-04T19:00:00Z,-1.0073162107271838
88,2020-07-04T19:30:00Z,-0.8937208475285179
89,2020-07-04T20:00:00Z,-0.8343327599756283
90,2020-07-04T20:30:00Z,-0.7872244295263096
91,2020-07-04T21:00:00Z,0
92,2020-07-04T21:30:00Z,0
93,2020-07-04T22:00:00Z,0
94,2020-07-04T22:30:00Z,0
95,2020-07-04T23:00:00Z,0
96,2020-07-04T23:30:00Z,0
97,2020-07-05T00:00:00Z,0
98,2020-07-05T00:30:00Z,0
99,2020-07-05T01:00:00Z,0
100,2020-07-05T01:30:00Z,0
101,2020-07-05T02:00:00Z,0
102,2020-07-05T02:30:00Z,0
103,2020-07-05T03:00:00Z,0
104,2020-07-05T03:30:00Z,0
105,2020-07-05T04:00:00Z,0
106,2020-07-05T04:30:00Z,0.013453090495322088
107,2020-07-05T05:00:00Z,0.03409283363528337
108,2020-07-05T05:30:00Z,0.06446857734654524
109,2020-07-05T06:00:00Z,0.10020336108417062
110,2020-07-05T06:30:00Z,0.1930676937789153
111,2020-07-05T07:00:00Z,0.32047537315223285
112,2020-07-05T07:30:00Z,0.4010559507178428
113,2020-07-05T08:00:00Z,0.45252541017358416
114,2020-07-05T08:30:00Z,0.49326810753508815
115,2020-07-05T09:00:00Z,0.5187395320369581
116,2020-07-05T09:30:00Z,0.5105280963992477
117,2020-07-05T10:00:00Z,0.5128932008325895
118,2020-07-05T10:30:00Z,0.5452360493686353
119,2020-07-05T11:00:00Z,0.6707607854735065
120,2020-07-05T11:30:00Z,0.7654279687043172
121,2020-07-05T12:00:00Z,0.8733088770300866
122,2020-07-05T12:30:00Z,0.9059653180612656
123,2020-07-05T13:00:00Z,0.9645843226366948
124,2020-07-05T13:30:00Z,0.9992260126271851
125,2020-07-05T14:00:00Z,0.977983861513685
126,2020-07-05T14:30:00Z,0.8734537163167315
127,2020-07-05T15:00:00Z,0.8092818610801125
128,2020-07-05T15:30:00Z,-1.0624398723065547
129,2020-07-05T16:00:00Z,-1.4277591419173594
130,2020-07-05T16:30:00Z,-1.4975727447538312
131,2020-07-05T17:00:00Z,-1.4412126609188134
132,2020-07-05T17:30:00Z,-1.3434723342718702
133,2020-07-05T18:00:00Z,-1.1638914281312192
134,2020-07-05T18:30:00Z,-1.0648418581113315
135,2020-07-05T19:00:00Z,-0.8724037717501745
136,2020-07-05T19:30:00Z,-0.7582927553199565
137,2020-07-05T20:00:00Z,-0.7164276251258641
138,2020-07-05T20:30:00Z,-0.6516858073930238
139,2020-07-05T21:00:00Z,0
140,2020-07-05T21:30:00Z,0
141,2020-07-05T22:00:00Z,0
142,2020-07-05T22:30:00Z,0
143,2020-07-05T23:00:00Z,0
144,2020-07-05T23:30:00Z,0
145,2020-07-06T00:00:00Z,0
146,2020-07-06T00:30:00Z,0
147,2020-07-06T01:00:00Z,0
148,2020-07-06T01:30:00Z,0
149,2020-07-06T02:00:00Z,0
150,2020-07-06T02:30:00Z,0
151,2020-07-06T03:00:00Z,0
152,2020-07-06T03:30:00Z,0
153,2020-07-06T04:00:00Z,0
154,2020-07-06T04:30:00Z,0.01145997328674182
155,2020-07-06T05:00:00Z,0.03399252317123692
156,2020-07-06T05:30:00Z,0.059778846061385435
157,2020-07-06T06:00:00Z,0.10711486915155681
158,2020-07-06T06:30:00Z,0.19246605860560342
159,2020-07-06T07:00:00Z,0.32255697976452885
160,2020-07-06T07:30:00Z,0.43848979869931154
161,2020-07-06T08:00:00Z,0.5294158252896838
162,2020-07-06T08:30:00Z,0.6129089335099874
163,2020-07-06T09:00:00Z,0.6395073265523012
164,2020-07-06T09:30:00Z,0.7018245739233459
165,2020-07-06T10:00:00Z,0.7227683238719609
166,2020-07-06T10:30:00Z,0.7763468281538515
167,2020-07-06T11:00:00Z,0.7755903820381994
168,2020-07-06T11:30:00Z,0.7783705004663555
169,2020-07-06T12:00:00Z,0.7889538677236821
170,2020-07-06T12:30:00Z,0.7794802759981617
171,2020-07-06T13:00:00Z,0.761300403216455
172,2020-07-06T13:30:00Z,0.7643631267724493
173,2020-07-06T14:00:00Z,0.7525449832865714
174,2020-07-06T14:30:00Z,0.7497580629555183
175,2020-07-06T15:00:00Z,0.7010075375011111
176,2020-07-06T15:30:00Z,-0.9218882523130958
177,2020-07-06T16:00:00Z,-1.2522756491127174
178,2020-07-06T16:30:00Z,-1.4003831121696222
179,2020-07-06T17:00:00Z,-1.3941284049211733
