_id,datetime,charge_MW
1,2019-12-18T00:00:00Z,0
2,2019-12-18T00:30:00Z,0
3,2019-12-18T01:00:00Z,0
4,2019-12-18T01:30:00Z,0
5,2019-12-18T02:00:00Z,0
6,2019-12-18T02:30:00Z,0
7,2019-12-18T03:00:00Z,0
8,2019-12-18T03:30:00Z,0
9,2019-12-18T04:00:00Z,0
10,2019-12-18T04:30:00Z,0
11,2019-12-18T05:00:00Z,0
12,2019-12-18T05:30:00Z,0
13,2019-12-18T06:00:00Z,0
14,2019-12-18T06:30:00Z,0
15,2019-12-18T07:00:00Z,0
16,2019-12-18T07:30:00Z,0
17,2019-12-18T08:00:00Z,0
18,2019-12-18T08:30:00Z,0.30714357989451946
19,2019-12-18T09:00:00Z,0.4574735610700422
20,2019-12-18T09:30:00Z,0.6856047358961023
21,2019-12-18T10:00:00Z,0.9478991970096962
22,2019-12-18T10:30:00Z,1.1304167951204296
23,2019-12-18T11:00:00Z,1.343158199505933
24,2019-12-18T11:30:00Z,1.39870355806564
25,2019-12-18T12:00:00Z,1.3733994581319746
26,2019-12-18T12:30:00Z,1.0996381914679596
27,2019-12-18T13:00:00Z,0.9583661121309985
28,2019-12-18T13:30:00Z,0.8893041935507268
29,2019-12-18T14:00:00Z,0.7270560432303385
30,2019-12-18T14:30:00Z,0.391257793631361
31,2019-12-18T15:00:00Z,0.29057858129427805
32,2019-12-18T15:30:00Z,-0.6227675787436948
33,2019-12-18T16:00:00Z,-0.9377263869810935
34,2019-12-18T16:30:00Z,-1.37630574146679
35,2019-12-18T17:00:00Z,-1.54331472068526
36,2019-12-18T17:30:00Z,-1.552056263096396
37,2019-12-18T18:00:00Z,-1.4705608937755694
38,2019-12-18T18:30:00Z,-1.3351817350287418
39,2019-12-18T19:00:00Z,-1.0816205981951623
40,2019-12-18T19:30:00Z,-0.8917889929770024
41,2019-12-18T20:00:00Z,-0.7189017642390412
42,2019-12-18T20:30:00Z,-0.4697753248112524
43,2019-12-18T21:00:00Z,0
44,2019-12-18T21:30:00Z,0
45,2019-12-18T22:00:00Z,0
46,2019-12-18T22:30:00Z,0
47,2019-12-18T23:00:00Z,0
48,2019-12-18T23:30:00Z,0
49,2019-12-19T00:00:00Z,0
50,2019-12-19T00:30:00Z,0
51,2019-12-19T01:00:00Z,0
52,2019-12-19T01:30:00Z,0
53,2019-12-19T02:00:00Z,0
54,2019-12-19T02:30:00Z,0
55,2019-12-19T03:00:00Z,0
56,2019-12-19T03:30:00Z,0
57,2019-12-19T04:00:00Z,0
58,2019-12-19T04:30:00Z,0
59,2019-12-19T05:00:00Z,0
60,2019-12-19T05:30:00Z,0
61,2019-12-19T06:00:00Z,0
62,2019-12-19T06:30:00Z,0
63,2019-12-19T07:00:00Z,0
64,2019-12-19T07:30:00Z,0
65,2019-12-19T08:00:00Z,0.01614347207408343
66,2019-12-19T08:30:00Z,0.054569870432076804
67,2019-12-19T09:00:00Z,0.3110682492048783
68,2019-12-19T09:30:00Z,0.6066066285857966
69,2019-12-19T10:00:00Z,0.9715993399632513
70,2019-12-19T10:30:00Z,1.099709307644728
71,2019-12-19T11:00:00Z,1.195547506904769
72,2019-12-19T11:30:00Z,1.4333408144749449
73,2019-12-19T12:00:00Z,1.330697750033553
74,2019-12-19T12:30:00Z,1.210440297126903
75,2019-12-19T13:00:00Z,1.12064857633718
76,2019-12-19T13:30:00Z,1.0444788767112487
77,2019-12-19T14:00:00Z,0.7262894868653491
78,2019-12-19T14:30:00Z,0.575343344296744
79,2019-12-19T15:00:00Z,0.3035164793444928
80,2019-12-19T15:30:00Z,-0.4692706736082992
81,2019-12-19T16:00:00Z,-0.9384287627685635
82,2019-12-19T16:30:00Z,-1.3100662707744752
83,2019-12-19T17:00:00Z,-1.5715651910448591
84,2019-12-19T17:30:00Z,-1.5709781960250813
85,2019-12-19T18:00:00Z,-1.4970418628330902
86,2019-12-19T18:30:00Z,-1.3258433618367031
87,2019-12-19T19:00:00Z,-1.1412027938087266
88,2019-12-19T19:30:00Z,-0.9148723826341203
89,2019-12-19T20:00:00Z,-0.7557465178874758
90,2019-12-19T20:30:00Z,-0.5049839867786066
91,2019-12-19T21:00:00Z,0
92,2019-12-19T21:30:00Z,0
93,2019-12-19T22:00:00Z,0
94,2019-12-19T22:30:00Z,0
95,2019-12-19T23:00:00Z,0
